group_id,observable_count,shots,seed,replicate,coefficient_weighted_group_mean_hartree,c_transpose_covariance_c_hartree_squared,variance_of_group_mean_hartree_squared
WT_TMP_G0048,2,100,101,1,323797589533973.2,4.106317250269956e+29,4.106317250269956e+27
WT_TMP_G0049,7,100,101,1,17864781.3087702,1366781547688293.2,13667815476882.932
WT_TMP_G0050,7,100,101,1,181167059546.78098,2.9161676367090255e+23,2.9161676367090255e+21
WT_TMP_G0051,5,100,101,1,92017130559.28731,1.17172569678207e+23,1.17172569678207e+21
WT_TMP_G0052,3,100,101,1,12301548898.130278,4.558155603746584e+21,4.558155603746583e+19
WT_TMP_G0053,5,100,101,1,-224975369185.44757,5.713227054974454e+23,5.713227054974454e+21
WT_TMP_G0054,4,100,101,1,2059079981.01407,5.43345535459892e+19,5.4334553545989203e+17
WT_TMP_G0055,19,100,101,1,-31833714933.135155,2.231457743717414e+21,2.231457743717414e+19
WT_TMP_G0056,4,100,101,1,-27039278.01629073,5808840056715587.0,58088400567155.87
WT_TMP_G0057,11,100,101,1,-1423210.6221256307,46343567669884.65,463435676698.8465
WT_TMP_G0058,3,100,101,1,-220177.7783218698,233117372304.03992,2331173723.040399
WT_TMP_G0059,4,100,101,1,-9076232017.934523,1.250827785582999e+21,1.250827785582999e+19
WT_TMP_G0060,10,100,101,1,-200323432030.295,3.4956828807429077e+23,3.4956828807429074e+21
WT_TMP_G0061,7,100,101,1,485270627.88793963,5.065701598916791e+18,5.065701598916791e+16
WT_TMP_G0062,4,100,101,1,11932782.081816792,1492350698739098.5,14923506987390.984
WT_TMP_G0063,1,100,101,1,4914135954.873493,1.9283199843968654e+20,1.9283199843968653e+18
WT_TMP_G0064,5,100,101,1,-87422413071168.38,1.4687944814472772e+28,1.4687944814472773e+26
WT_TMP_G0065,6,100,101,1,48037308886.52061,7.0397359323027884e+22,7.039735932302788e+20
WT_TMP_G0066,6,100,101,1,81370786.12979315,5.727553900167349e+16,572755390016734.9
WT_TMP_G0067,4,100,101,1,714972548849.0474,7.712655800041238e+24,7.712655800041238e+22
WT_TMP_G0068,4,100,101,1,152195.5954632005,315474925914.0366,3154749259.140366
WT_TMP_G0069,9,100,101,1,-136337966.0342186,2.733610171194391e+17,2733610171194391.0
WT_TMP_G0070,8,100,101,1,-664073.3662495487,1036964054323.9196,10369640543.239195
WT_TMP_G0071,6,100,101,1,73159.28939151665,6079239207630.298,60792392076.30298
WT_TMP_G0072,2,100,101,1,-1520289971.2873795,1.624452457593295e+19,1.624452457593295e+17
WT_TMP_G0073,8,100,101,1,28092984381.375355,1.940677336023554e+22,1.940677336023554e+20
WT_TMP_G0074,5,100,101,1,-394089.6506719938,2305388497093.8364,23053884970.938366
WT_TMP_G0075,2,100,101,1,-246951229407.71033,6.355737581773693e+23,6.355737581773693e+21
WT_TMP_G0076,5,100,101,1,-160095180.3180991,2.886536453843905e+17,2886536453843905.5
WT_TMP_G0077,3,100,101,1,-114634882.20810561,3.012132063395351e+17,3012132063395351.0
WT_TMP_G0078,11,100,101,1,-1605035833.9922671,1.1272227171402047e+19,1.1272227171402048e+17
WT_TMP_G0079,3,100,101,1,11656996208015.855,1.3588563897903288e+27,1.3588563897903287e+25
WT_TMP_G0080,5,100,101,1,-3793502.1448619817,94412730859268.75,944127308592.6875
WT_TMP_G0081,9,100,101,1,9829917.459831918,570496056664730.8,5704960566647.308
WT_TMP_G0082,1,100,101,1,-14709792334220.006,5.177145003854936e+26,5.177145003854937e+24
WT_TMP_G0083,3,100,101,1,-5272988652266.513,6.369011164462277e+26,6.369011164462276e+24
WT_TMP_G0084,11,100,101,1,-12355780553780.117,4.7774750656394715e+26,4.7774750656394717e+24
WT_TMP_G0085,8,100,101,1,-401251.2040924199,2197969033479.847,21979690334.79847
WT_TMP_G0086,2,100,101,1,57.38769231622561,557037.9224343869,5570.379224343869
WT_TMP_G0087,7,100,101,1,16717587.191155162,4060044441978062.0,40600444419780.62
WT_TMP_G0088,2,100,101,1,-11918840875686.527,1.6085606555905017e+27,1.6085606555905016e+25
WT_TMP_G0089,9,100,101,1,-245508029510730.56,1.1353789696216314e+29,1.1353789696216313e+27
WT_TMP_G0090,3,100,101,1,2335449740.238877,1.6730999174215955e+20,1.6730999174215956e+18
WT_TMP_G0091,6,100,101,1,56796241.11587682,1.0207353037301024e+17,1020735303730102.4
WT_TMP_G0092,4,100,101,1,4592188533.47024,3.2439368459096765e+20,3.2439368459096765e+18
WT_TMP_G0093,7,100,101,1,122442365.54585308,4.901927095841193e+16,490192709584119.25
WT_TMP_G0094,2,100,101,1,250020701.73331845,6.572345296632521e+17,6572345296632521.0
WT_TMP_G0095,10,100,101,1,792563631.1396638,7.020411947934685e+18,7.020411947934685e+16
WT_TMP_G0096,3,100,101,1,-121477025.528764,2.2337103400655437e+17,2233710340065543.8
WT_TMP_G0097,5,100,101,1,-68467468.22526734,1.3363949285196974e+17,1336394928519697.5
WT_TMP_G0098,5,100,101,1,3037310520.330399,2.4882020157230746e+21,2.4882020157230748e+19
WT_TMP_G0099,1,100,101,1,-22041071821.810123,1.4844068688478742e+22,1.4844068688478742e+20
WT_TMP_G0100,9,100,101,1,-12816377194.757254,2.5224982713906186e+21,2.5224982713906184e+19
WT_TMP_G0101,2,100,101,1,15892958753200.867,4.953702381291739e+26,4.953702381291739e+24
WT_TMP_G0102,1,100,101,1,24290677807735.594,1.7688305387251123e+27,1.7688305387251122e+25
WT_TMP_G0103,8,100,101,1,-119054331178062.8,2.72112616899681e+28,2.72112616899681e+26
WT_TMP_G0104,4,100,101,1,-3029631425.3561068,2.212643456641597e+20,2.2126434566415972e+18
WT_TMP_G0105,3,100,101,1,9059413077.129595,1.2511286602585533e+21,1.2511286602585532e+19
WT_TMP_G0106,4,100,101,1,-354482.62657465524,693631920237.8452,6936319202.378452
WT_TMP_G0107,2,100,101,1,5852425.021541106,83143415145203.75,831434151452.0375
WT_TMP_G0108,4,100,101,1,510896919.94072294,3.399083736863742e+18,3.399083736863742e+16
WT_TMP_G0109,7,100,101,1,37508354.73315081,1.6418086802565976e+16,164180868025659.75
WT_TMP_G0110,2,100,101,1,-1777917.968352846,31579545257062.746,315795452570.62744
WT_TMP_G0111,7,100,101,1,294179.95158101135,135897297880510.39,1358972978805.104
WT_TMP_G0112,3,100,101,1,481591189.728024,5.36606786084081e+18,5.3660678608408104e+16
WT_TMP_G0113,3,100,101,1,274803.7606642129,1483577776950.5833,14835777769.505833
WT_TMP_G0114,5,100,101,1,-3118693.161473892,205794145629203.9,2057941456292.039
WT_TMP_G0115,4,100,101,1,119174985712220.69,1.843962865025615e+29,1.843962865025615e+27
WT_TMP_G0116,5,100,101,1,51610995636.41081,7.4779586383023e+22,7.477958638302301e+20
WT_TMP_G0117,6,100,101,1,63863146.29566641,4.5040407535888936e+16,450404075358889.4
WT_TMP_G0118,5,100,101,1,189610471271.35342,7.408604661352361e+23,7.408604661352361e+21
WT_TMP_G0119,3,100,101,1,31244056.084649462,4.4476169859621304e+16,444761698596213.06
WT_TMP_G0120,5,100,101,1,-5232669645.265899,3.731516396849171e+20,3.731516396849171e+18
WT_TMP_G0121,4,100,101,1,59625.75516703606,64982818478.03335,649828184.7803335
WT_TMP_G0122,4,100,101,1,-626726940.7362081,4.428719868014996e+18,4.428719868014996e+16
WT_TMP_G0123,4,100,101,1,2413247.213926694,102944373896225.88,1029443738962.2588
WT_TMP_G0124,9,100,101,1,478066389956.7621,5.257369097880179e+24,5.257369097880179e+22
WT_TMP_G0125,5,100,101,1,-2999888.130117416,136329979665602.97,1363299796656.0298
WT_TMP_G0126,2,100,101,1,-392753.4539008923,3516987857787.9697,35169878577.8797
WT_TMP_G0127,1,100,101,1,-4509532.217114937,231477714476017.4,2314777144760.174
WT_TMP_G0128,2,100,101,1,-5540022.263771705,940244442681789.2,9402444426817.893
WT_TMP_G0129,4,100,101,1,12022015342.682705,1.6322966920571165e+21,1.6322966920571165e+19
WT_TMP_G0130,3,100,101,1,6428159.231509158,724935209752539.5,7249352097525.395
WT_TMP_G0131,4,100,101,1,159439332920.68967,2.2693408777977226e+23,2.2693408777977227e+21
WT_TMP_G0132,4,100,101,1,-173077087253816.3,4.470091941127162e+28,4.470091941127162e+26
WT_TMP_G0133,2,100,101,1,-512811777612796.94,5.889596953024325e+29,5.889596953024325e+27
WT_TMP_G0134,2,100,101,1,-10331146143859.135,1.0663425550337158e+27,1.0663425550337158e+25
WT_TMP_G0135,5,100,101,1,-150128097.00009164,5.0877496218508454e+17,5087749621850845.0
WT_TMP_G0136,4,100,101,1,-971106.0107477768,8572705013200.797,85727050132.00797
WT_TMP_G0137,3,100,101,1,472435.222688381,32458081165427.758,324580811654.2776
WT_TMP_G0138,3,100,101,1,153551176780627.25,2.3194591521610698e+29,2.3194591521610696e+27
WT_TMP_G0139,4,100,101,1,1934757.512774736,71261047538020.6,712610475380.2059
WT_TMP_G0140,1,100,101,1,-27882905.267483097,1.18194867957206e+16,118194867957206.0
WT_TMP_G0141,2,100,101,1,365518.4130212827,1150202242509.576,11502022425.095758
WT_TMP_G0142,3,100,101,1,31856559483670.09,5.599358251613034e+27,5.599358251613034e+25
WT_TMP_G0143,1,100,101,1,-53556496615966.48,7.316980586493384e+27,7.3169805864933845e+25
WT_TMP_G0144,3,100,101,1,-77778379.96187234,1.1230406590247102e+17,1123040659024710.2
WT_TMP_G0145,1,100,101,1,30516770463119.72,2.4647380907890667e+27,2.464738090789067e+25
WT_TMP_G0146,8,100,101,1,21330691.922092624,1.3665750920349032e+16,136657509203490.31
WT_TMP_G0147,1,100,101,1,9297819121162.127,3.485630769144248e+26,3.485630769144248e+24
WT_TMP_G0148,5,100,101,1,-150860534.94777286,5.142406247613095e+17,5142406247613095.0
WT_TMP_G0149,3,100,101,1,-186331130.35617316,3.477811858001589e+17,3477811858001589.0
WT_TMP_G0150,2,100,101,1,-11787493.357380765,1569941828211272.0,15699418282112.72
WT_TMP_G0151,4,100,101,1,1581203.8143875524,58396360221332.42,583963602213.3242
WT_TMP_G0152,2,100,101,1,-343848.1478098932,2713463371040.322,27134633710.403217
WT_TMP_G0153,4,100,101,1,11414.173887575138,3431115102.56929,34311151.0256929
WT_TMP_G0154,4,100,101,1,139612.13573425406,296455402612.7785,2964554026.127785
WT_TMP_G0155,9,100,101,1,94727691627.23586,2.0796865567076454e+22,2.0796865567076454e+20
WT_TMP_G0156,3,100,101,1,3892407.1150079425,171283009538446.6,1712830095384.4658
WT_TMP_G0157,3,100,101,1,-991707.9665640752,136315792871094.56,1363157928710.9456
WT_TMP_G0158,3,100,101,1,-19707.673944923496,4246295784.393205,42462957.843932055
WT_TMP_G0159,3,100,101,1,4789.205838073541,556453920.2534043,5564539.202534042
WT_TMP_G0160,3,100,101,1,-6516029871.942094,1.3013329287808295e+21,1.3013329287808295e+19
WT_TMP_G0161,3,100,101,1,2255823.7848072336,50570090796108.95,505700907961.08954
WT_TMP_G0162,3,100,101,1,890157.533481648,6825673864986.411,68256738649.86411
WT_TMP_G0163,2,100,101,1,-11089992.49058107,1006113858269305.5,10061138582693.055
WT_TMP_G0164,2,100,101,1,-25553832051292.426,5.973764894874285e+27,5.973764894874285e+25
WT_TMP_G0165,1,100,101,1,1066092452.8509003,1.1322825903428815e+19,1.1322825903428814e+17
WT_TMP_G0166,2,100,101,1,290806290395.25385,7.463901193724657e+23,7.463901193724657e+21
WT_TMP_G0167,2,100,101,1,124842003.15705778,1.7725915089347523e+17,1772591508934752.2
WT_TMP_G0168,1,100,101,1,-23055640149524.64,1.2032946670908741e+27,1.2032946670908741e+25
WT_TMP_G0169,3,100,101,1,-20323270139.197025,4.6862875586413037e+21,4.6862875586413036e+19
WT_TMP_G0170,4,100,101,1,-221803403.03675026,4.22436324856236e+17,4224363248562360.5
WT_TMP_G0171,2,100,101,1,218717.67379614845,8676243117785.424,86762431177.85423
WT_TMP_G0172,3,100,101,1,-2107297.854660661,67531264887611.97,675312648876.1196
WT_TMP_G0173,4,100,101,1,237739645368.4429,3.766012260519456e+23,3.766012260519456e+21
WT_TMP_G0174,2,100,101,1,1710340756366.106,3.329707593010037e+25,3.329707593010037e+23
WT_TMP_G0175,11,100,101,1,187609436350.6961,1.0995808326886754e+23,1.0995808326886754e+21
WT_TMP_G0176,2,100,101,1,188939.51485408022,1459114980776.5886,14591149807.765886
WT_TMP_G0177,1,100,101,1,-927764163.0258815,4.10854607550987e+18,4.10854607550987e+16
WT_TMP_G0178,1,100,101,1,7659196.7334284475,1797072726974220.5,17970727269742.203
WT_TMP_G0179,3,100,101,1,-17367720205195.654,2.542039542599621e+27,2.5420395425996206e+25
WT_TMP_G0180,2,100,101,1,97130644534.09615,1.7905369639409017e+23,1.7905369639409017e+21
WT_TMP_G0181,3,100,101,1,4547409.496467205,153971622250161.0,1539716222501.61
WT_TMP_G0182,3,100,101,1,75802144.54675376,1.0653053404839715e+17,1065305340483971.5
WT_TMP_G0183,4,100,101,1,31064067.473673858,1.474618527733016e+16,147461852773301.6
WT_TMP_G0184,2,100,101,1,16754386398.993513,4.2660018977901406e+21,4.2660018977901404e+19
WT_TMP_G0185,2,100,101,1,-555209590.8022772,7.071651407736173e+18,7.071651407736173e+16
WT_TMP_G0186,4,100,101,1,545637345.8703088,7.410802636194144e+18,7.410802636194144e+16
WT_TMP_G0187,1,100,101,1,1029731019750.1115,4.703758090032759e+25,4.703758090032759e+23
WT_TMP_G0188,3,100,101,1,-145733602.28151426,2.7626268383223427e+17,2762626838322342.5
WT_TMP_G0189,2,100,101,1,-10764733255.21327,1.308006375996942e+21,1.308006375996942e+19
WT_TMP_G0190,4,100,101,1,-155804316915.87897,1.7922223319756307e+23,1.7922223319756308e+21
WT_TMP_G0191,2,100,101,1,3102269.5246048253,97646862074541.75,976468620745.4175
WT_TMP_G0192,4,100,101,1,1730255.1625886399,47219467723895.35,472194677238.9535
WT_TMP_G0193,2,100,101,1,-57437729548.21638,5.016230820350385e+22,5.016230820350385e+20
WT_TMP_G0194,2,100,101,1,-476214385904.4091,1.5025242398883782e+24,1.5025242398883781e+22
WT_TMP_G0195,2,100,101,1,-300633.5426698434,9118202770626.41,91182027706.2641
WT_TMP_G0196,2,100,101,1,-15715885063075.26,3.8910601369962443e+27,3.891060136996244e+25
WT_TMP_G0197,3,100,101,1,-11637346643510.285,1.408367621910076e+27,1.408367621910076e+25
WT_TMP_G0198,1,100,101,1,-3582505765.132102,1.4501907230193811e+20,1.4501907230193812e+18
WT_TMP_G0199,3,100,101,1,15887330.20415251,3631746185444491.5,36317461854444.914
WT_TMP_G0200,2,100,101,1,-5220671.481740105,309032944849590.8,3090329448495.908
WT_TMP_G0201,4,100,101,1,-10463.103592436755,5530584552.7319765,55305845.52731977
WT_TMP_G0202,2,100,101,1,4604581751.933697,1.8908288742646946e+20,1.8908288742646945e+18
WT_TMP_G0203,4,100,101,1,2109897670.6373603,6.247514224628473e+19,6.247514224628474e+17
WT_TMP_G0204,1,100,101,1,-169177689.1843105,5.340361765115735e+17,5340361765115735.0
WT_TMP_G0205,2,100,101,1,-10804325317.317455,2.1226684880424104e+21,2.1226684880424104e+19
WT_TMP_G0206,2,100,101,1,19181752043391.92,4.26306874439365e+27,4.26306874439365e+25
WT_TMP_G0207,1,100,101,1,-133297041824507.52,5.770456461358016e+28,5.7704564613580154e+26
WT_TMP_G0208,2,100,101,1,-9431643.164929073,1154459046565964.0,11544590465659.64
WT_TMP_G0209,3,100,101,1,-6640526137.984545,5.098111331342585e+20,5.098111331342585e+18
WT_TMP_G0210,3,100,101,1,367289.3692304306,13201157808448.197,132011578084.48198
WT_TMP_G0211,2,100,101,1,-962269922.7223449,9.186168125893619e+18,9.18616812589362e+16
WT_TMP_G0212,3,100,101,1,148894370.64972714,5.638777548569756e+16,563877754856975.6
WT_TMP_G0213,2,100,101,1,-1099888279829.3022,1.5716213127524495e+25,1.5716213127524494e+23
WT_TMP_G0214,2,100,101,1,14174949.252427623,6101443714752778.0,61014437147527.78
WT_TMP_G0215,3,100,101,1,55132590812.25881,5.964715112909189e+22,5.964715112909189e+20
WT_TMP_G0216,1,100,101,1,244529272870.07114,7.796008297032895e+23,7.796008297032895e+21
WT_TMP_G0217,3,100,101,1,-1524326.4627063565,22828598481958.77,228285984819.5877
WT_TMP_G0218,3,100,101,1,-1032528.4436451017,43805192956304.51,438051929563.0451
WT_TMP_G0219,3,100,101,1,512713412755.75037,3.5086181373991354e+24,3.508618137399135e+22
WT_TMP_G0220,3,100,101,1,341666.27709986846,18343235902708.934,183432359027.08932
WT_TMP_G0221,2,100,101,1,4893351942.091335,1.1455570154730939e+21,1.1455570154730938e+19
WT_TMP_G0222,5,100,101,1,-435797803.13179064,7.712336078849197e+17,7712336078849197.0
WT_TMP_G0223,2,100,101,1,-15295924900.418564,3.571396140905795e+21,3.571396140905795e+19
WT_TMP_G0224,3,100,101,1,548191140.6780102,3.917059690256436e+18,3.917059690256436e+16
WT_TMP_G0225,3,100,101,1,-1158298.6562575996,34751063430909.465,347510634309.09467
WT_TMP_G0226,3,100,101,1,-26305886.95196045,2.1086541329653004e+16,210865413296530.03
WT_TMP_G0227,5,100,101,1,216866041935.05164,4.1129854666574475e+23,4.1129854666574476e+21
WT_TMP_G0228,2,100,101,1,-856385642127.665,1.1773748557812145e+25,1.1773748557812145e+23
WT_TMP_G0229,2,100,101,1,29368545717.12297,2.5879786230322236e+22,2.5879786230322237e+20
WT_TMP_G0230,10,100,101,1,-15416876607788.078,5.498335369754207e+26,5.498335369754207e+24
WT_TMP_G0231,2,100,101,1,108350.47187085554,220047261395.79517,2200472613.9579515
WT_TMP_G0232,3,100,101,1,914711089.8384066,2.435034788965959e+19,2.4350347889659587e+17
WT_TMP_G0233,2,100,101,1,80544367226.02425,1.9872104797776718e+23,1.9872104797776718e+21
WT_TMP_G0234,2,100,101,1,603007712.6913896,6.633182156134725e+18,6.633182156134725e+16
WT_TMP_G0235,1,100,101,1,-15170941.05285958,3480032155815833.0,34800321558158.33
WT_TMP_G0236,2,100,101,1,90242629541.06262,9.230806018820108e+22,9.230806018820108e+20
WT_TMP_G0237,1,100,101,1,-437117.2037491206,3542372571739.412,35423725717.39412
WT_TMP_G0238,3,100,101,1,2192996.434198361,118331539525534.33,1183315395255.3433
WT_TMP_G0239,3,100,101,1,-99707713.29528439,1.332061540321324e+17,1332061540321324.0
WT_TMP_G0240,1,100,101,1,270112333.74884176,8.270092680224424e+17,8270092680224424.0
WT_TMP_G0241,2,100,101,1,-539994857.9855764,6.758078382183613e+17,6758078382183613.0
WT_TMP_G0242,7,100,101,1,-3629854912.687942,3.719105115227279e+19,3.7191051152272794e+17
WT_TMP_G0243,2,100,101,1,-178255887394194.53,6.995922294950637e+28,6.995922294950638e+26
WT_TMP_G0244,2,100,101,1,163563349325.9708,4.072431456598398e+23,4.072431456598398e+21
WT_TMP_G0245,2,100,101,1,46613238.37013795,3.325446253527089e+16,332544625352708.9
WT_TMP_G0246,2,100,101,1,42885.42279577795,35087716226.60341,350877162.26603407
WT_TMP_G0247,1,100,101,1,9120434.608273303,1534644430348423.8,15346444303484.238
WT_TMP_G0248,1,100,101,1,31437577483.61597,1.2839761415293052e+22,1.2839761415293051e+20
WT_TMP_G0249,2,100,101,1,1027407426.9955242,1.0446637982274048e+19,1.0446637982274048e+17
WT_TMP_G0250,2,100,101,1,-27433237.42785054,3.66813650133539e+16,366813650133539.06
WT_TMP_G0251,2,100,101,1,-7543369719.91925,1.0527252115786303e+21,1.0527252115786303e+19
WT_TMP_G0252,2,100,101,1,441474819.6853464,2.9427836284681656e+18,2.9427836284681656e+16
WT_TMP_G0253,3,100,101,1,-75005952.08653581,1.2835835774877973e+17,1283583577487797.2
WT_TMP_G0254,1,100,101,1,-3663158.925066726,97355301972715.53,973553019727.1553
WT_TMP_G0255,1,100,101,1,-16020795446.039387,3.9126436802985407e+21,3.912643680298541e+19
WT_TMP_G0256,3,100,101,1,-60589515636167.7,1.192547571257725e+28,1.1925475712577249e+26
WT_TMP_G0257,1,100,101,1,-16734703531.757544,3.6689346218223757e+21,3.6689346218223755e+19
WT_TMP_G0258,1,100,101,1,1295876473193.6846,2.549375535977927e+25,2.549375535977927e+23
WT_TMP_G0259,1,100,101,1,28329262874959.36,1.9628729185649748e+27,1.9628729185649748e+25
WT_TMP_G0260,2,100,101,1,-26725623.901693396,2360481174858360.5,23604811748583.605
WT_TMP_G0261,3,100,101,1,-1401.5517980087718,91591798.27646363,915917.9827646363
WT_TMP_G0262,1,100,101,1,-469000102115.7912,2.8746797399831306e+24,2.8746797399831304e+22
WT_TMP_G0263,4,100,101,1,17924877.545832194,4167548848240649.0,41675488482406.49
WT_TMP_G0264,2,100,101,1,-523787077345047.06,5.819165481096805e+29,5.819165481096805e+27
WT_TMP_G0265,2,100,101,1,899313.9933587514,6463322925950.766,64633229259.50766
WT_TMP_G0266,1,100,101,1,-42304509165.31143,4.116016140420382e+22,4.116016140420382e+20
WT_TMP_G0267,3,100,101,1,230605053402.80402,5.4215083694486026e+23,5.421508369448602e+21
WT_TMP_G0268,2,100,101,1,-101276462.6304621,2.6349653244950998e+17,2634965324495100.0
WT_TMP_G0269,2,100,101,1,61657358.847591944,4.937871223547726e+16,493787122354772.6
WT_TMP_G0270,2,100,101,1,-1182.301787608655,16689599.919553906,166895.99919553904
WT_TMP_G0271,2,100,101,1,687167143.0692903,7.198383804940971e+18,7.198383804940971e+16
WT_TMP_G0272,2,100,101,1,23138112135.951134,1.4361699104656203e+21,1.4361699104656204e+19
WT_TMP_G0273,5,100,101,1,-2198545.855555537,562183883828378.2,5621838838283.782
WT_TMP_G0274,1,100,101,1,45614.3821045902,27095554309.92736,270955543.0992736
WT_TMP_G0275,4,100,101,1,-24359191554945.33,3.6055987468546394e+27,3.6055987468546393e+25
WT_TMP_G0276,2,100,101,1,642085368.5812434,6.301889120171173e+18,6.301889120171173e+16
WT_TMP_G0277,1,100,101,1,36490510000.335625,2.4212285870567783e+22,2.4212285870567784e+20
WT_TMP_G0278,2,100,101,1,163624824992.5077,4.098145315283282e+23,4.098145315283282e+21
WT_TMP_G0279,2,100,101,1,2322293886.0557566,6.11916416193498e+19,6.11916416193498e+17
WT_TMP_G0280,2,100,101,1,-11676941505163.98,1.3583965121978195e+27,1.3583965121978196e+25
WT_TMP_G0281,3,100,101,1,10712638.284026822,2699099153930560.0,26990991539305.6
WT_TMP_G0282,2,100,101,1,7115741664588.027,8.980270488004338e+26,8.980270488004337e+24
WT_TMP_G0283,3,100,101,1,214933748.39884582,7.495305125420422e+17,7495305125420422.0
WT_TMP_G0284,2,100,101,1,-47753460247.21052,4.227724538156749e+22,4.2277245381567486e+20
WT_TMP_G0285,1,100,101,1,8486893511.108997,2.2006649228605328e+21,2.200664922860533e+19
WT_TMP_G0286,2,100,101,1,-168458758958.5124,4.208545527344985e+23,4.208545527344985e+21
WT_TMP_G0287,3,100,101,1,89534689.92697683,2.4537568495249763e+17,2453756849524976.5
WT_TMP_G0288,2,100,101,1,2133308.456841402,91602319425245.78,916023194252.4578
WT_TMP_G0289,2,100,101,1,-5883059366.017264,4.5286321942138985e+20,4.528632194213898e+18
