group_id,observable_count,shots,seed,replicate,aer_master_seed,aer_experiment_index,coefficient_weighted_group_mean_hartree,c_transpose_covariance_c_hartree_squared,variance_of_group_mean_hartree_squared
WT_TMP_G0055,19,250,2503,3,2501,2,-0.0001201555502625195,1.1241632939518644e-06,4.496653175807458e-09
WT_TMP_G0056,4,250,2503,3,2501,2,-1.1552548256226728e-08,4.590773086979729e-12,1.8363092347918916e-14
WT_TMP_G0057,11,250,2503,3,2501,2,0.0007063196780536219,1.8309290227618773e-05,7.323716091047509e-08
WT_TMP_G0058,3,250,2503,3,2501,2,4.802847653175266e-06,9.234995262906682e-08,3.6939981051626727e-10
WT_TMP_G0059,4,250,2503,3,2501,2,5.688764575769321e-05,2.8758893277992696e-07,1.1503557311197078e-09
WT_TMP_G0060,10,250,2503,3,2501,2,0.12626358003371405,3.9723709127552025e-06,1.588948365102081e-08
WT_TMP_G0061,7,250,2503,3,2501,2,-4.328411659167895e-06,8.010629791443633e-07,3.204251916577453e-09
WT_TMP_G0062,4,250,2503,3,2501,2,-7.5756429826239755e-06,2.4558273973089376e-07,9.82330958923575e-10
WT_TMP_G0063,1,250,2503,3,2501,2,3.531618433693257e-08,3.980595704952105e-13,1.592238281980842e-15
WT_TMP_G0064,5,250,2503,3,2501,2,-4.167881157322391e-05,3.3006993000763596e-06,1.3202797200305439e-08
WT_TMP_G0065,6,250,2503,3,2501,2,2.2642057313507037e-05,1.2469166479518357e-06,4.987666591807343e-09
WT_TMP_G0066,6,250,2503,3,2501,2,-7.416764590619521e-05,1.1284645210704274e-06,4.51385808428171e-09
WT_TMP_G0067,4,250,2503,3,2501,2,1.538312156458224e-05,8.77449754742997e-08,3.509799018971988e-10
WT_TMP_G0068,4,250,2503,3,2501,2,-1.5977386786083847e-05,3.0238356287132595e-07,1.2095342514853039e-09
WT_TMP_G0069,9,250,2503,3,2501,2,1.942611061414236e-06,1.1733222576946455e-08,4.6932890307785816e-11
WT_TMP_G0070,8,250,2503,3,2501,2,-7.391125448490088e-06,7.640890979402103e-08,3.056356391760841e-10
WT_TMP_G0071,6,250,2503,3,2501,2,-5.144000299390776e-07,3.3950862989267595e-10,1.3580345195707037e-12
WT_TMP_G0072,2,250,2503,3,2501,2,1.9890017211228297e-06,1.6572225662113402e-09,6.628890264845361e-12
WT_TMP_G0073,8,250,2503,3,2501,2,1.4837957942506722e-05,1.274187933321828e-06,5.096751733287312e-09
WT_TMP_G0074,5,250,2503,3,2501,2,-1.0730504152672347e-05,6.064318624688456e-08,2.425727449875382e-10
WT_TMP_G0075,2,250,2503,3,2501,2,7.098654194693907e-07,1.654876492882065e-09,6.61950597152826e-12
WT_TMP_G0076,5,250,2503,3,2501,2,-1.6539887307956851e-06,6.738534981204739e-09,2.6954139924818957e-11
WT_TMP_G0077,3,250,2503,3,2501,2,5.68233105701876e-06,6.127634428568602e-09,2.451053771427441e-11
WT_TMP_G0078,11,250,2503,3,2501,2,2.3052277751372417e-05,3.0123920228606783e-07,1.2049568091442713e-09
WT_TMP_G0079,3,250,2503,3,2501,2,-1.5021237412259672e-05,5.87519908816965e-08,2.35007963526786e-10
WT_TMP_G0080,5,250,2503,3,2501,2,0.00033513396951900343,3.466941769604441e-05,1.3867767078417764e-07
WT_TMP_G0081,9,250,2503,3,2501,2,-6.179239018577884e-05,3.093631381405871e-06,1.2374525525623484e-08
WT_TMP_G0082,1,250,2503,3,2501,2,3.475534754462999e-07,8.300841774832428e-12,3.320336709932971e-14
WT_TMP_G0083,3,250,2503,3,2501,2,6.097133580704847e-05,8.965785544087768e-07,3.586314217635107e-09
WT_TMP_G0084,11,250,2503,3,2501,2,-2.657780717512867e-11,1.230569778164393e-18,4.9222791126575716e-21
WT_TMP_G0085,8,250,2503,3,2501,2,4.578937104645436e-05,8.779578323828068e-07,3.5118313295312274e-09
WT_TMP_G0086,2,250,2503,3,2501,2,-3.000055867085845e-06,1.3644527178855393e-09,5.4578108715421575e-12
WT_TMP_G0087,7,250,2503,3,2501,2,6.313012720046334e-05,3.728840012580796e-06,1.4915360050323184e-08
WT_TMP_G0088,2,250,2503,3,2501,2,-1.317755729143282e-07,6.746589791600158e-11,2.6986359166400633e-13
WT_TMP_G0089,9,250,2503,3,2501,2,2.60471721264862e-07,8.344316950374579e-07,3.3377267801498317e-09
WT_TMP_G0090,3,250,2503,3,2501,2,1.3227974341326939e-05,7.562626348599448e-08,3.025050539439779e-10
WT_TMP_G0091,6,250,2503,3,2501,2,-5.984088876690635e-05,2.46022129754209e-07,9.84088519016836e-10
WT_TMP_G0092,4,250,2503,3,2501,2,1.2984132302526739e-05,7.556773327868251e-08,3.0227093311473e-10
WT_TMP_G0093,7,250,2503,3,2501,2,0.00033771558157077606,1.50228537763995e-05,6.0091415105598e-08
WT_TMP_G0094,2,250,2503,3,2501,2,4.983379028612629e-07,1.246721549191141e-10,4.986886196764564e-13
WT_TMP_G0095,10,250,2503,3,2501,2,-0.0003094314013152647,1.3541462848594822e-05,5.416585139437929e-08
WT_TMP_G0096,3,250,2503,3,2501,2,1.727307780674828e-07,8.317265109766276e-10,3.3269060439065104e-12
WT_TMP_G0097,5,250,2503,3,2501,2,-3.869017646707518e-06,6.171920518260432e-08,2.4687682073041726e-10
WT_TMP_G0098,5,250,2503,3,2501,2,2.456027363303732e-05,5.3531621811984644e-08,2.1412648724793858e-10
WT_TMP_G0099,1,250,2503,3,2501,2,-2.434994375937373e-07,1.0329133187302667e-10,4.131653274921067e-13
WT_TMP_G0100,9,250,2503,3,2501,2,0.00023197256253945842,7.772120968776294e-06,3.108848387510518e-08
WT_TMP_G0101,2,250,2503,3,2501,2,-3.7125194557924805e-05,4.4431203395318344e-07,1.7772481358127338e-09
WT_TMP_G0102,1,250,2503,3,2501,2,-3.600349062442054e-07,3.164371087047901e-11,1.2657484348191604e-13
WT_TMP_G0103,8,250,2503,3,2501,2,-3.826613298423247e-05,1.5764550339895512e-06,6.305820135958205e-09
WT_TMP_G0104,4,250,2503,3,2501,2,3.1134794506488676e-06,7.605130219494019e-08,3.042052087797608e-10
WT_TMP_G0105,3,250,2503,3,2501,2,5.532594003083023e-05,2.911989651751061e-07,1.1647958607004244e-09
WT_TMP_G0106,4,250,2503,3,2501,2,6.555048736025282e-05,2.3108453618776454e-07,9.243381447510582e-10
WT_TMP_G0107,2,250,2503,3,2501,2,-1.0817195372835026e-06,3.503286828341888e-10,1.4013147313367553e-12
WT_TMP_G0108,4,250,2503,3,2501,2,9.312789870783553e-05,7.963690921395678e-07,3.185476368558271e-09
WT_TMP_G0109,7,250,2503,3,2501,2,9.368653776915139e-05,1.1334444904725491e-06,4.533777961890197e-09
WT_TMP_G0110,2,250,2503,3,2501,2,-7.395781085481218e-05,2.144672904189372e-05,8.578691616757488e-08
WT_TMP_G0111,7,250,2503,3,2501,2,1.9468337116424478e-05,2.015002727386e-07,8.060010909544e-10
WT_TMP_G0112,3,250,2503,3,2501,2,2.5616990824740904e-07,1.8458476428546179e-09,7.383390571418472e-12
WT_TMP_G0113,3,250,2503,3,2501,2,-4.450429138947915e-06,7.577253324247022e-08,3.030901329698809e-10
WT_TMP_G0114,5,250,2503,3,2501,2,-0.0006865356147682893,0.0002932857984437792,1.1731431937751168e-06
WT_TMP_G0115,4,250,2503,3,2501,2,1.751116616200486e-05,5.810978258966309e-07,2.3243913035865237e-09
WT_TMP_G0116,5,250,2503,3,2501,2,-3.5759264064221843e-06,2.0062332926297243e-07,8.024933170518897e-10
WT_TMP_G0117,6,250,2503,3,2501,2,4.055428868970479e-06,7.001137665273253e-05,2.800455066109301e-07
WT_TMP_G0118,5,250,2503,3,2501,2,-3.4145942578495454e-06,4.533461415827785e-07,1.813384566331114e-09
WT_TMP_G0119,3,250,2503,3,2501,2,-1.8647235744618293e-06,1.0034601944991014e-10,4.013840777996406e-13
WT_TMP_G0120,5,250,2503,3,2501,2,6.913662425332923e-06,8.043372518405762e-08,3.217349007362305e-10
WT_TMP_G0121,4,250,2503,3,2501,2,-1.9966623936362322e-05,7.535637713518149e-08,3.01425508540726e-10
WT_TMP_G0122,4,250,2503,3,2501,2,2.463368657701235e-06,3.698120223617593e-09,1.4792480894470374e-11
WT_TMP_G0123,4,250,2503,3,2501,2,2.4438397848995694e-06,7.988091749475556e-08,3.1952366997902225e-10
WT_TMP_G0124,9,250,2503,3,2501,2,-6.393474021818058e-05,9.139572840441323e-07,3.6558291361765293e-09
WT_TMP_G0125,5,250,2503,3,2501,2,-3.022702934845474e-06,1.8420118152217024e-09,7.36804726088681e-12
WT_TMP_G0126,2,250,2503,3,2501,2,5.899972130056752e-07,1.3737423687115333e-09,5.4949694748461336e-12
WT_TMP_G0127,1,250,2503,3,2501,2,3.087335501459421e-08,4.046406138965791e-14,1.6185624555863162e-16
WT_TMP_G0128,2,250,2503,3,2501,2,9.547158765388581e-09,4.24543731705862e-13,1.698174926823448e-15
WT_TMP_G0129,4,250,2503,3,2501,2,-3.357369707451863e-05,2.9247838981424024e-07,1.169913559256961e-09
WT_TMP_G0130,3,250,2503,3,2501,2,1.3499906491387062e-06,6.296362898509986e-10,2.5185451594039947e-12
WT_TMP_G0131,4,250,2503,3,2501,2,2.5510134871977246e-05,1.0080427367758753e-07,4.032170947103501e-10
WT_TMP_G0132,4,250,2503,3,2501,2,4.038332271792769e-06,1.1889633001926825e-07,4.75585320077073e-10
WT_TMP_G0133,2,250,2503,3,2501,2,-1.048937368246778e-05,8.708460066041957e-09,3.483384026416782e-11
WT_TMP_G0134,2,250,2503,3,2501,2,-1.2369726772659577e-05,3.793978771530451e-08,1.5175915086121805e-10
WT_TMP_G0135,5,250,2503,3,2501,2,-4.170481420166165e-07,8.169344259004875e-09,3.26773770360195e-11
WT_TMP_G0136,4,250,2503,3,2501,2,5.409032090846083e-07,9.631175717488457e-11,3.852470286995383e-13
WT_TMP_G0137,3,250,2503,3,2501,2,4.615331252394254e-06,1.9177452029770566e-09,7.670980811908226e-12
WT_TMP_G0138,3,250,2503,3,2501,2,7.55190268592438e-05,5.212642681440883e-07,2.085057072576353e-09
WT_TMP_G0139,4,250,2503,3,2501,2,-1.5163402971133667e-05,2.1572892875085943e-08,8.629157150034377e-11
WT_TMP_G0140,1,250,2503,3,2501,2,1.4596049821124102e-07,2.7407519081142293e-12,1.0963007632456918e-14
WT_TMP_G0141,2,250,2503,3,2501,2,-1.5207569796541086e-08,1.661146663855851e-11,6.644586655423403e-14
WT_TMP_G0142,3,250,2503,3,2501,2,-2.0927656976247505e-07,1.3312360277497637e-10,5.324944110999054e-13
WT_TMP_G0143,1,250,2503,3,2501,2,2.593942230096774e-07,1.1721644662285626e-10,4.688657864914251e-13
WT_TMP_G0144,3,250,2503,3,2501,2,7.957821784019345e-07,9.294336575381296e-11,3.7177346301525185e-13
WT_TMP_G0145,1,250,2503,3,2501,2,8.136520579862113e-07,3.990467346239886e-11,1.5961869384959545e-13
WT_TMP_G0146,8,250,2503,3,2501,2,1.6269091675711117e-06,1.4814706572878504e-09,5.925882629151402e-12
WT_TMP_G0147,1,250,2503,3,2501,2,3.9301436851390215e-07,7.323729970273352e-12,2.929491988109341e-14
WT_TMP_G0148,5,250,2503,3,2501,2,-3.496026918189184e-05,3.043134777435843e-07,1.2172539109743372e-09
WT_TMP_G0149,3,250,2503,3,2501,2,-7.490588524717965e-07,6.90702749746641e-11,2.7628109989865643e-13
WT_TMP_G0150,2,250,2503,3,2501,2,3.3866333917108826e-06,3.6638356716562046e-09,1.465534268662482e-11
WT_TMP_G0151,4,250,2503,3,2501,2,1.396455254342669e-05,2.1506358631812353e-08,8.602543452724941e-11
WT_TMP_G0152,2,250,2503,3,2501,2,4.3165713001180135e-07,6.029979344296121e-11,2.4119917377184485e-13
WT_TMP_G0153,4,250,2503,3,2501,2,-4.864180073016136e-06,3.256374728347869e-09,1.3025498913391476e-11
WT_TMP_G0154,4,250,2503,3,2501,2,-4.390894955201226e-06,2.922846142835258e-07,1.169138457134103e-09
WT_TMP_G0155,9,250,2503,3,2501,2,-5.309193317362212e-08,1.1052145171506826e-11,4.4208580686027306e-14
WT_TMP_G0156,3,250,2503,3,2501,2,1.4165499974167028e-07,1.2371549864671604e-11,4.948619945868641e-14
WT_TMP_G0157,3,250,2503,3,2501,2,-1.3936529949713612e-05,5.8260606126442454e-09,2.3304242450576982e-11
WT_TMP_G0158,3,250,2503,3,2501,2,2.015972177904032e-06,3.1955772511791036e-09,1.2782309004716414e-11
WT_TMP_G0159,3,250,2503,3,2501,2,5.684853137213401e-06,9.97152127805727e-10,3.988608511222908e-12
WT_TMP_G0160,3,250,2503,3,2501,2,-4.847546824300489e-05,5.876449851730783e-07,2.350579940692313e-09
WT_TMP_G0161,3,250,2503,3,2501,2,0.0008898224674215164,3.361661240686039e-05,1.3446644962744156e-07
WT_TMP_G0162,3,250,2503,3,2501,2,-9.023167664005461e-07,9.953726618614667e-11,3.981490647445867e-13
WT_TMP_G0163,2,250,2503,3,2501,2,6.663189198917475e-08,3.654639221184009e-12,1.4618556884736037e-14
WT_TMP_G0164,2,250,2503,3,2501,2,-6.327827914427094e-07,2.3062805593485847e-10,9.225122237394338e-13
WT_TMP_G0165,1,250,2503,3,2501,2,8.018531882460211e-09,2.7954140171559336e-14,1.1181656068623734e-16
WT_TMP_G0166,2,250,2503,3,2501,2,3.824832930931912e-07,2.9800563870576995e-09,1.1920225548230798e-11
WT_TMP_G0167,2,250,2503,3,2501,2,1.4389827845479523e-06,8.201793635949533e-10,3.2807174543798134e-12
WT_TMP_G0168,1,250,2503,3,2501,2,-1.0324788010492266e-07,1.8570784029009603e-11,7.428313611603841e-14
WT_TMP_G0169,3,250,2503,3,2501,2,4.753657774367852e-06,3.7182826816264216e-07,1.4873130726505687e-09
WT_TMP_G0170,4,250,2503,3,2501,2,-1.3346972376191425e-06,1.1175900920354401e-10,4.4703603681417606e-13
WT_TMP_G0171,2,250,2503,3,2501,2,-7.200580886251964e-07,1.1335115735499445e-10,4.534046294199778e-13
WT_TMP_G0172,3,250,2503,3,2501,2,1.291374362069581e-06,1.0514975088068772e-09,4.205990035227509e-12
WT_TMP_G0173,4,250,2503,3,2501,2,6.52655919475907e-06,4.859649279184483e-09,1.9438597116737933e-11
WT_TMP_G0174,2,250,2503,3,2501,2,-1.219825718739526e-05,9.974747316110947e-08,3.989898926444379e-10
WT_TMP_G0175,11,250,2503,3,2501,2,-1.2434699029646854e-11,1.2220611147705336e-20,4.8882444590821343e-23
WT_TMP_G0176,2,250,2503,3,2501,2,3.3342673355217674e-08,3.335320578088499e-11,1.3341282312353995e-13
WT_TMP_G0177,1,250,2503,3,2501,2,-7.83298558247884e-07,3.8439692566707354e-10,1.5375877026682942e-12
WT_TMP_G0178,1,250,2503,3,2501,2,8.641474074490744e-08,8.06033037275533e-13,3.224132149102132e-15
WT_TMP_G0179,3,250,2503,3,2501,2,-3.2097897631398526e-07,1.3112604104216527e-10,5.245041641686611e-13
WT_TMP_G0180,2,250,2503,3,2501,2,-6.671446761954881e-07,5.486585919291597e-10,2.1946343677166388e-12
WT_TMP_G0181,3,250,2503,3,2501,2,-8.017825314018422e-07,1.3587303115631934e-09,5.434921246252773e-12
WT_TMP_G0182,3,250,2503,3,2501,2,-4.749615121438786e-08,3.59365627070914e-11,1.437462508283656e-13
WT_TMP_G0183,4,250,2503,3,2501,2,-1.819491619499476e-07,7.033912561564669e-11,2.8135650246258673e-13
WT_TMP_G0184,2,250,2503,3,2501,2,-3.537551594037342e-05,5.8847407006365186e-08,2.3538962802546074e-10
WT_TMP_G0185,2,250,2503,3,2501,2,8.65222919913298e-06,2.3539426149483686e-09,9.415770459793474e-12
WT_TMP_G0186,4,250,2503,3,2501,2,-1.2981670965639143e-06,1.6658407913211717e-09,6.663363165284687e-12
WT_TMP_G0187,1,250,2503,3,2501,2,-1.528389210887397e-07,7.45535703659746e-12,2.982142814638984e-14
WT_TMP_G0188,3,250,2503,3,2501,2,-9.320920984881765e-08,2.1632797481781892e-10,8.653118992712757e-13
WT_TMP_G0189,2,250,2503,3,2501,2,-1.0919588325891728e-08,3.737988816389645e-12,1.495195526555858e-14
WT_TMP_G0190,4,250,2503,3,2501,2,-1.1902221342142122e-05,2.620469525510863e-08,1.0481878102043452e-10
WT_TMP_G0191,2,250,2503,3,2501,2,0.00028101684102913526,3.431833596273629e-05,1.3727334385094514e-07
WT_TMP_G0192,4,250,2503,3,2501,2,3.688912082311593e-07,6.366379410585947e-10,2.546551764234379e-12
WT_TMP_G0193,2,250,2503,3,2501,2,3.3662693904815036e-07,1.8042924990067896e-10,7.217169996027159e-13
WT_TMP_G0194,2,250,2503,3,2501,2,-4.874740265461107e-09,3.781254012680961e-08,1.5125016050723843e-10
WT_TMP_G0195,2,250,2503,3,2501,2,-3.074428143169926e-07,1.1822431844814725e-10,4.72897273792589e-13
WT_TMP_G0196,2,250,2503,3,2501,2,6.2814954984728e-07,2.1792338002769398e-10,8.716935201107759e-13
WT_TMP_G0197,3,250,2503,3,2501,2,-0.0006022734589542608,6.969358184976514e-05,2.787743273990606e-07
WT_TMP_G0198,1,250,2503,3,2501,2,5.045169190990367e-09,3.99286256382715e-13,1.59714502553086e-15
WT_TMP_G0199,3,250,2503,3,2501,2,-1.7715750240978856e-06,5.543749716978854e-08,2.2174998867915416e-10
WT_TMP_G0200,2,250,2503,3,2501,2,1.615951593368241e-07,7.808005228706775e-12,3.1232020914827103e-14
WT_TMP_G0201,4,250,2503,3,2501,2,6.831326442065942e-07,6.540216893540383e-09,2.616086757416153e-11
WT_TMP_G0202,2,250,2503,3,2501,2,5.262669587897274e-07,1.6663973066499767e-11,6.665589226599906e-14
WT_TMP_G0203,4,250,2503,3,2501,2,-1.854146076635269e-05,7.33646762199038e-08,2.934587048796152e-10
WT_TMP_G0204,1,250,2503,3,2501,2,-5.828474580037795e-07,1.4769514899460557e-10,5.907805959784223e-13
WT_TMP_G0205,2,250,2503,3,2501,2,-1.2322978267040347e-05,5.891504946200006e-07,2.3566019784800023e-09
WT_TMP_G0206,2,250,2503,3,2501,2,-2.1373597786577523e-08,2.282927453145473e-10,9.131709812581892e-13
WT_TMP_G0207,1,250,2503,3,2501,2,2.3442454913838113e-06,1.058826029360491e-09,4.235304117441964e-12
WT_TMP_G0208,2,250,2503,3,2501,2,1.3332926232998615e-05,1.6314750639885843e-08,6.525900255954337e-11
WT_TMP_G0209,3,250,2503,3,2501,2,-2.3342953216565125e-06,9.513037547581278e-08,3.8052150190325114e-10
WT_TMP_G0210,3,250,2503,3,2501,2,0.00030438657500812865,3.5490870327943026e-06,1.419634813117721e-08
WT_TMP_G0211,2,250,2503,3,2501,2,6.304533699981927e-07,1.4712855073419128e-09,5.8851420293676514e-12
WT_TMP_G0212,3,250,2503,3,2501,2,1.1751805547845808e-05,2.4039731809816495e-07,9.615892723926599e-10
WT_TMP_G0213,2,250,2503,3,2501,2,1.7417083318793415e-07,2.176575034259091e-12,8.706300137036363e-15
WT_TMP_G0214,2,250,2503,3,2501,2,-2.158733292276522e-07,1.6295510467011129e-09,6.518204186804452e-12
WT_TMP_G0215,3,250,2503,3,2501,2,-9.367768054930482e-06,2.2768396596969415e-08,9.107358638787766e-11
WT_TMP_G0216,1,250,2503,3,2501,2,-3.146265163321084e-06,2.416511318101079e-09,9.666045272404317e-12
WT_TMP_G0217,3,250,2503,3,2501,2,1.0323940392828602e-06,2.0410926722547313e-10,8.164370689018925e-13
WT_TMP_G0218,3,250,2503,3,2501,2,3.6141007722242207e-06,1.0219889929498577e-09,4.0879559717994306e-12
WT_TMP_G0219,3,250,2503,3,2501,2,6.934064569474981e-06,1.0977092142198251e-08,4.3908368568793004e-11
WT_TMP_G0220,3,250,2503,3,2501,2,-4.888454892488407e-05,5.778392883698515e-07,2.3113571534794063e-09
WT_TMP_G0221,2,250,2503,3,2501,2,2.287346760942521e-05,5.026128465134455e-07,2.010451386053782e-09
WT_TMP_G0222,5,250,2503,3,2501,2,-8.714642809724875e-05,5.124036473466523e-07,2.049614589386609e-09
WT_TMP_G0223,2,250,2503,3,2501,2,-9.463127552448375e-07,8.153921630919739e-10,3.2615686523678952e-12
WT_TMP_G0224,3,250,2503,3,2501,2,6.930239238611604e-08,6.403273002543415e-08,2.561309201017366e-10
WT_TMP_G0225,3,250,2503,3,2501,2,-1.74661710641388e-06,1.2021312240494973e-09,4.808524896197989e-12
WT_TMP_G0226,3,250,2503,3,2501,2,-5.822433336422651e-07,2.082045037976128e-11,8.328180151904512e-14
WT_TMP_G0227,5,250,2503,3,2501,2,7.67067219483151e-06,4.324204442134549e-07,1.7296817768538196e-09
WT_TMP_G0228,2,250,2503,3,2501,2,-3.0286177081830845e-08,7.593706307457943e-13,3.0374825229831774e-15
WT_TMP_G0229,2,250,2503,3,2501,2,-2.304358822067692e-06,1.7609804987891843e-10,7.043921995156737e-13
WT_TMP_G0230,10,250,2503,3,2501,2,-5.097042054077571e-05,5.005585269781505e-07,2.002234107912602e-09
WT_TMP_G0231,2,250,2503,3,2501,2,-1.6113419353595804e-07,8.85260982927074e-12,3.5410439317082963e-14
WT_TMP_G0232,3,250,2503,3,2501,2,4.846038054624468e-06,6.272636468681034e-08,2.5090545874724133e-10
